1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FEDERAL FACILITY,19. INDUSTRY SECTOR CODE,20. INDUSTRY SECTOR,21. PRIMARY SIC,22. SIC 2,23. SIC 3,24. SIC 4,25. SIC 5,26. SIC 6,27. PRIMARY NAICS,28. NAICS 2,29. NAICS 3,30. NAICS 4,31. NAICS 5,32. NAICS 6,33. DOC_CTRL_NUM,34. CHEMICAL,35. ELEMENTAL METAL INCLUDED,36. TRI CHEMICAL/COMPOUND ID,37. CAS#,38. SRS ID,39. CLEAN AIR ACT CHEMICAL,40. CLASSIFICATION,41. METAL,42. METAL CATEGORY,43. CARCINOGEN,44. PBT,45. PFAS,46. FORM TYPE,47. UNIT OF MEASURE,48. 5.1 - FUGITIVE AIR,49. 5.2 - STACK AIR,50. 5.3 - WATER,51. 5.4 - UNDERGROUND,52. 5.4.1 - UNDERGROUND CL I,53. 5.4.2 - UNDERGROUND C II-V,54. 5.5.1 - LANDFILLS,55. 5.5.1A - RCRA C LANDFILL,56. 5.5.1B - OTHER LANDFILLS,57. 5.5.2 - LAND TREATMENT,58. 5.5.3 - SURFACE IMPNDMNT,59. 5.5.3A - RCRA SURFACE IM,60. 5.5.3B - OTHER SURFACE I,61. 5.5.4 - OTHER DISPOSAL,62. ON-SITE RELEASE TOTAL,63. 6.1 - POTW - TRNS RLSE,64. 6.1 - POTW - TRNS TRT,65. POTW - TOTAL TRANSFERS,66. 6.2 - M10,67. 6.2 - M41,68. 6.2 - M62,69. 6.2 - M40 METAL,70. 6.2 - M61 METAL,71. 6.2 - M71,72. 6.2 - M81,73. 6.2 - M82,74. 6.2 - M72,75. 6.2 - M63,76. 6.2 - M66,77. 6.2 - M67,78. 6.2 - M64,79. 6.2 - M65,80. 6.2 - M73,81. 6.2 - M79,82. 6.2 - M90,83. 6.2 - M94,84. 6.2 - M99,85. OFF-SITE RELEASE TOTAL,86. 6.2 - M20,87. 6.2 - M24,88. 6.2 - M26,89. 6.2 - M28,90. 6.2 - M93,91. OFF-SITE RECYCLED TOTAL,92. 6.2 - M56,93. 6.2 - M92,94. OFF-SITE ENERGY RECOVERY T,95. 6.2 - M40 NON-METAL,96. 6.2 - M50,97. 6.2 - M54,98. 6.2 - M61 NON-METAL,99. 6.2 - M69,100. 6.2 - M95,101. OFF-SITE TREATED TOTAL,102. 6.2 - UNCLASSIFIED,103. 6.2 - TOTAL TRANSFER,104. TOTAL RELEASES,105. 8.1 - RELEASES,106. 8.1A - ON-SITE CONTAINED,107. 8.1B - ON-SITE OTHER,108. 8.1C - OFF-SITE CONTAIN,109. 8.1D - OFF-SITE OTHER R,110. 8.2 - ENERGY RECOVER ON,111. 8.3 - ENERGY RECOVER OF,112. 8.4 - RECYCLING ON SITE,113. 8.5 - RECYCLING OFF SIT,114. 8.6 - TREATMENT ON SITE,115. 8.7 - TREATMENT OFF SITE,116. PRODUCTION WSTE (8.1-8.7),117. 8.8 - ONE-TIME RELEASE,118. PROD_RATIO_OR_ ACTIVITY,119. 8.9 - PRODUCTION RATIO
2021,38351YNGRDHWY22,110010368333,YOUNG TOUCHSTONE,1000 YOUNG DR,LEXINGTON,HENDERSON,TN,38351,"","",35.698330,-88.383740,NAD83,WABTEC CORP,859875437,WABTEC CORP,NO,332,Fabricated Metals,"","","","","","",332410,"","","","","",1321219827351,Manganese  And Manganese Compounds,YES,N450,N450,650010,YES,TRI,YES,1,NO,NO,NO,R,Pounds,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,22000.000000,0.000000,0.000000,0.000000,22000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22005.000000,10.000000,0.000000,0.000000,5.000000,5.000000,0.000000,0.000000,0.000000,0.000000,22000.000000,0.000000,0.000000,22010.000000,"",PRODUCTION,1.300000
2021,38351YNGRDHWY22,110010368333,YOUNG TOUCHSTONE,1000 YOUNG DR,LEXINGTON,HENDERSON,TN,38351,"","",35.698330,-88.383740,NAD83,WABTEC CORP,859875437,WABTEC CORP,NO,332,Fabricated Metals,"","","","","","",332410,"","","","","",1321219827348,Copper  And Copper Compounds,YES,N100,N100,649491,NO,TRI,YES,1,NO,NO,NO,R,Pounds,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.160000,0.000000,0.160000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.160000,0.000000,18000.000000,0.000000,0.000000,0.000000,18000.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18005.160000,10.160000,0.000000,0.000000,5.000000,5.115200,0.044800,0.000000,0.000000,0.000000,18000.000000,0.000000,0.000000,18010.160000,"",PRODUCTION,1.300000
2021,37091TNNSS1421H,110000895318,TENNESSEE TECHNICAL COATINGS CORP,1421 HIGGS RD,LEWISBURG,MARSHALL,TN,37091,"","",35.429150,-86.762500,NAD83,NA,"",NA,NO,325,Chemicals,"","","","","","",325510,"","","","","",1321220293524,Ammonia,NO,0007664417,7664-41-7,152389,NO,TRI,NO,0,NO,NO,NO,A,Pounds,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"",0.000000
2021,3774WMLLRG515BH,110070503429,MILLER/GREENEVILLE PLANT 2,515 BOHANNON AVE,GREENEVILLE,GREENE,TN,37745,"","",36.177460,-82.808260,NAD83,MILLER INDUSTRIES INC,617385208,MILLER INDUSTRIES INC,NO,336,Transportation Equipment,"","","","","","",336211,"","","","","",1321220495840,Manganese,NO,0007439965,7439-96-5,149625,YES,TRI,YES,1,NO,NO,NO,R,Pounds,2.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.800000,0.000000,0.000000,0.000000,0.000000,420.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,420.000000,0.000000,8109.000000,0.000000,0.000000,0.000000,8109.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8529.000000,422.800000,0.000000,0.000000,2.800000,0.000000,420.000000,0.000000,0.000000,0.000000,8109.000000,0.000000,0.000000,8531.800000,"",PRODUCTION,1.000000
2021,37918GRNWY4320G,110002106756,CORECHEM INC.,4320 GREENWAY DR,KNOXVILLE,KNOX,TN,37918,"","",36.032309,-83.894905,NAD83,NA,"",NA,NO,4246,Chemical Wholesalers,"","","","","","",424690,"","","","","",1321219655204,Methanol,NO,0000067561,67-56-1,4283,YES,TRI,NO,0,NO,NO,NO,R,Pounds,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,194.000000,194.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,194.000000,199.000000,0.000000,0.000000,5.000000,0.000000,194.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,199.000000,"",PRODUCTION,1.000000
2021,37086PLMCM1289B,110000370223,PALM COMMODITIES INTERNATIONAL LLC,1289 BRIDGESTONE PKWY,LA VERGNE,RUTHERFORD,TN,37086,"","",36.005007,-86.602270,NAD83,UMICORE USA INC,877383752,UMICORE USA INC,NO,325,Chemicals,"","","","","","",325180,"","","","","",1321219648021,Nitric acid,NO,0007697372,7697-37-2,152686,NO,TRI,NO,0,NO,NO,NO,R,Pounds,5.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,"",PRODUCTION,2.000000
2021,37816STRLN325DE,110000372953,PIONEER PLASTICS CORP,325 DESOTO AVE,MORRISTOWN,HAMBLEN,TN,37813,"","",36.246670,-83.205240,NAD83,PANOLAM INDUSTRIES INTERNATIONAL INC,947324158,PANOLAM INDUSTRIES INTERNATIONAL INC,NO,326,Plastics and Rubber,"","","","","","",326199,326130,"","","","",1321219583162,Styrene,NO,0000100425,100-42-5,19414,YES,TRI,NO,0,YES,NO,NO,R,Pounds,1000.000000,8352.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9352.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,531.000000,0.000000,531.000000,0.000000,0.000000,31.000000,0.000000,0.000000,0.000000,31.000000,0.000000,562.000000,9352.000000,0.000000,0.000000,9352.000000,0.000000,0.000000,132945.000000,531.000000,0.000000,0.000000,65168.000000,31.000000,208027.000000,"",PRODUCTION,1.140000
2021,37857SSRDC300IN,110000373140,SAM DONG INC,300 INDUSTRIAL PARK DR,ROGERSVILLE,HAWKINS,TN,37857,"","",36.387550,-83.035570,NAD83,NA,"",SAM DONG AMERICA INC,NO,332,Fabricated Metals,"","","","","","",332812,331420,"","","","",1321219444128,Cresol (mixed isomers),NO,0001319773,1319-77-3,83550,YES,TRI,NO,0,NO,NO,NO,R,Pounds,24.140000,1931.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1955.140000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.750000,0.000000,0.000000,58.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2642.000000,0.000000,2642.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2700.750000,2013.890000,0.000000,0.000000,1955.140000,0.000000,58.750000,0.000000,2642.000000,0.000000,0.000000,239442.000000,0.000000,244097.890000,"",PRODUCTION,0.990000
2021,37857SSRDC300IN,110000373140,SAM DONG INC,300 INDUSTRIAL PARK DR,ROGERSVILLE,HAWKINS,TN,37857,"","",36.387550,-83.035570,NAD83,NA,"",SAM DONG AMERICA INC,NO,332,Fabricated Metals,"","","","","","",332812,331420,"","","","",1321219444116,Xylene (mixed isomers),NO,0001330207,1330-20-7,84970,YES,TRI,NO,0,NO,NO,NO,R,Pounds,8.500000,680.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,688.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.720000,0.000000,0.000000,22.720000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1198.000000,0.000000,1198.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1220.720000,711.220000,0.000000,0.000000,688.500000,0.000000,22.720000,0.000000,1198.000000,0.000000,0.000000,84313.000000,0.000000,86222.220000,"",PRODUCTION,0.990000
2021,37086PLMCM1289B,110000370223,PALM COMMODITIES INTERNATIONAL LLC,1289 BRIDGESTONE PKWY,LA VERGNE,RUTHERFORD,TN,37086,"","",36.005007,-86.602270,NAD83,UMICORE USA INC,877383752,UMICORE USA INC,NO,325,Chemicals,"","","","","","",325180,"","","","","",1321219648019,Cadmium,NO,0007440439,7440-43-9,150029,YES,TRI,YES,1,YES,NO,NO,R,Pounds,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,80.000000,85.000000,0.000000,0.000000,5.000000,80.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.000000,"",ACTIVITY,1.200000
2021,37134CYPRSLONGS,110000741314,ALBEMARLE U.S. INC.,856 FOOTE LN,NEW JOHNSONVILLE,HUMPHREYS,TN,37134,"","",35.997342,-87.981733,NAD83,ALBEMARLE CORP,825080096,ALBEMARLE CORP,NO,325,Chemicals,"","","","","","",325199,"","","","","",1321220496970,Cyclohexane,NO,0000110827,110-82-7,27003,NO,TRI,NO,0,NO,NO,NO,R,Pounds,0.000000,567.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,567.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,567.000000,0.000000,0.000000,567.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28347.000000,0.000000,28914.000000,"",ACTIVITY,0.960000
2021,38063SRFTNOLDHI,110042031262,SRG GLOBAL COATINGS LLC,2483 HWY 209 N,RIPLEY,LAUDERDALE,TN,38063,"","",35.778900,-89.512500,NAD83,KOCH INDUSTRIES INC,006944334,KOCH INDUSTRIES INC,NO,332,Fabricated Metals,"","","","","","",332813,"","","","","",1321219892472,Nitrate compounds (water dissociable; reportable only when in aqueous solution),NO,N511,N511,649616,NO,TRI,NO,0,NO,NO,NO,R,Pounds,0.000000,0.000000,95.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,95.000000,0.000000,86929.000000,86929.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,86929.000000,0.000000,86929.000000,95.000000,0.000000,0.000000,95.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,86929.000000,87024.000000,"",PRODUCTION,0.990000
2021,37405SGNLM1201S,110000863469,SIGNAL MOUNTAIN CEMENT CO DBA BUZZI UNICEM USA,1201 SUCK CREEK RD,CHATTANOOGA,HAMILTON,TN,37405,"","",35.101197,-85.345342,NAD83,BUZZI UNICEM USA INC,047856679,BUZZI UNICEM USA INC,NO,327,Nonmetallic Mineral Product,"","","","","","",327310,"","","","","",1321219844002,Mercury  And Mercury Compounds,YES,N458,N458,650028,YES,PBT,YES,1,NO,YES,NO,R,Pounds,0.000000,20.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.600000,0.000000,0.000000,20.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.600000,"",PRODUCTION,1.090000
2021,37405SGNLM1201S,110000863469,SIGNAL MOUNTAIN CEMENT CO DBA BUZZI UNICEM USA,1201 SUCK CREEK RD,CHATTANOOGA,HAMILTON,TN,37405,"","",35.101197,-85.345342,NAD83,BUZZI UNICEM USA INC,047856679,BUZZI UNICEM USA INC,NO,327,Nonmetallic Mineral Product,"","","","","","",327310,"","","","","",1321219843962,Aluminum (fume or dust),NO,0007429905,7429-90-5,149476,NO,TRI,NO,4,NO,NO,NO,R,Pounds,2220.000000,1994.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4214.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4214.000000,0.000000,0.000000,4214.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4214.000000,"",PRODUCTION,1.090000
2021,38555STNPK238PR,110015710499,STONEPEAK CERAMICS INC.,238 PORCELAIN TILE DR,CROSSVILLE,CUMBERLAND,TN,38555,"","",35.999790,-85.053270,NAD83,NA,"",NA,NO,327,Nonmetallic Mineral Product,"","","","","","",327120,"","","","","",1321220162616,Chromium  and Chromium Compounds(except for chromite ore mined in the Transvaal Region),YES,N090,N090,649475,YES,TRI,YES,1,NO,NO,NO,R,Pounds,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1679.000000,0.000000,0.000000,0.000000,1679.000000,"",PRODUCTION,1.110000
2021,3741WHTCNC52WIL,110001865919,HEATEC INC.,5200 WILSON ROAD,CHATTANOOGA,HAMILTON,TN,37410,"","",34.988217,-85.309048,NAD83,ASTEC INDUSTRIES INC,061308649,ASTEC INDUSTRIES INC,NO,332,Fabricated Metals,"","","","","","",332420,"","","","","",1321219822905,Manganese,NO,0007439965,7439-96-5,149625,YES,TRI,YES,1,NO,NO,NO,R,Pounds,19.380000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.380000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17321.400000,0.000000,0.000000,0.000000,17321.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17321.400000,19.380000,0.000000,0.000000,19.380000,0.000000,0.000000,0.000000,0.000000,0.000000,17321.400000,0.000000,0.000000,17340.780000,"",PRODUCTION,1.000000
2021,3766WPRMST181WA,110069993398,PRIMESTER GP,1801 WARRICK DR,KINGSPORT,SULLIVAN,TN,37660,"","",36.516850,-82.548350,NAD83,NA,"",NA,NO,325,Chemicals,"","","","","","",325220,"","","","","",1321220086843,Sodium nitrite,NO,0007632000,7632-00-0,152058,NO,TRI,NO,2,NO,NO,NO,R,Pounds,0.000000,0.000000,807.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,807.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,807.000000,0.000000,0.000000,807.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,807.000000,"",PRODUCTION,1.210000
2021,37643MPSPN408NO,110000372203,MAPES PIANO STRING CO,1 WIRE MILL RD,ELIZABETHTON,CARTER,TN,37643,"","",36.350330,-82.216960,NAD83,NA,"",NA,NO,331,Primary Metals,"","","","","","",331222,"","","","","",1321220043208,Ammonia,NO,0007664417,7664-41-7,152389,NO,TRI,NO,0,NO,NO,NO,A,Pounds,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,"",0.000000
2021,37405SGNLM1201S,110000863469,SIGNAL MOUNTAIN CEMENT CO DBA BUZZI UNICEM USA,1201 SUCK CREEK RD,CHATTANOOGA,HAMILTON,TN,37405,"","",35.101197,-85.345342,NAD83,BUZZI UNICEM USA INC,047856679,BUZZI UNICEM USA INC,NO,327,Nonmetallic Mineral Product,"","","","","","",327310,"","","","","",1321219843986,Lead  And Lead Compounds,YES,N420,N420,650002,YES,PBT,YES,1,NO,YES,NO,R,Pounds,5.800000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.800000,0.000000,0.000000,11.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.800000,"",PRODUCTION,1.090000
2021,37405RCKTN701MA,110007399706,WESTROCK CHATTANOOGA TN MILL,701 MANUFACTURERS RD,CHATTANOOGA,HAMILTON,TN,37405,"","",35.061315,-85.323309,NAD83,WESTROCK CO,081092578,WESTROCK CO,NO,322,Paper,"","","","","","",322130,"","","","","",1321220438954,Mercury compounds,NO,N458,N458,650028,YES,PBT,YES,1,NO,YES,NO,R,Pounds,0.000000,0.205000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.205000,0.020300,0.000000,0.020300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.187000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.207300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.207300,0.412300,0.000000,0.000000,0.205000,0.201007,0.006293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.412300,"",PRODUCTION,1.000000
2021,38562NLSNB1267N,110000375380,NIELSEN MOULDING LLC,1267 N GRUNDY QUARLES HWY,GAINESBORO,JACKSON,TN,38562,"","",36.383392,-85.641365,NAD83,CRESCENT BRANDS LLC,NA,CRESCENT BRANDS LLC,NO,332,Fabricated Metals,"","","","","","",332813,339999,331318,"","","",1321220178166,Nitric acid,NO,0007697372,7697-37-2,152686,NO,TRI,NO,0,NO,NO,NO,R,Pounds,0.000000,288.710000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,288.710000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,288.710000,0.000000,0.000000,288.710000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,62769.000000,0.000000,63057.710000,"",PRODUCTION,1.950000
