GISJOIN,YEAR,STUSAB,STATE,STATEA,COUNTY,COUNTYA,TRACTA,BLKGRPA,GEOID,NAME,Total,black,white,asian,nhpi,aian,two_more,not_hispanic,hispanic
G26006309507003,2016-2020,MI,Michigan,26,Huron County,63,950700,3,15000US260639507003,"Block Group 3, Census Tract 9507, Huron County, Michigan",579,5,560,0,0,0,14,579,0
G26006309507004,2016-2020,MI,Michigan,26,Huron County,63,950700,4,15000US260639507004,"Block Group 4, Census Tract 9507, Huron County, Michigan",1101,7,1091,0,0,0,3,1041,60
G26006309508001,2016-2020,MI,Michigan,26,Huron County,63,950800,1,15000US260639508001,"Block Group 1, Census Tract 9508, Huron County, Michigan",669,0,669,0,0,0,0,669,0
G26006309508002,2016-2020,MI,Michigan,26,Huron County,63,950800,2,15000US260639508002,"Block Group 2, Census Tract 9508, Huron County, Michigan",659,0,656,3,0,0,0,659,0
G26006309508003,2016-2020,MI,Michigan,26,Huron County,63,950800,3,15000US260639508003,"Block Group 3, Census Tract 9508, Huron County, Michigan",490,33,436,0,0,0,16,480,10
G26006309508004,2016-2020,MI,Michigan,26,Huron County,63,950800,4,15000US260639508004,"Block Group 4, Census Tract 9508, Huron County, Michigan",528,0,528,0,0,0,0,528,0
G26006309508005,2016-2020,MI,Michigan,26,Huron County,63,950800,5,15000US260639508005,"Block Group 5, Census Tract 9508, Huron County, Michigan",875,0,820,12,0,2,38,841,34
G26006309509001,2016-2020,MI,Michigan,26,Huron County,63,950900,1,15000US260639509001,"Block Group 1, Census Tract 9509, Huron County, Michigan",1184,7,1169,0,0,0,8,1167,17
G26006309509002,2016-2020,MI,Michigan,26,Huron County,63,950900,2,15000US260639509002,"Block Group 2, Census Tract 9509, Huron County, Michigan",880,0,880,0,0,0,0,877,3
G26006309509003,2016-2020,MI,Michigan,26,Huron County,63,950900,3,15000US260639509003,"Block Group 3, Census Tract 9509, Huron County, Michigan",663,0,663,0,0,0,0,661,2
G26006309509004,2016-2020,MI,Michigan,26,Huron County,63,950900,4,15000US260639509004,"Block Group 4, Census Tract 9509, Huron County, Michigan",958,0,939,0,0,0,16,927,31
G26006309510001,2016-2020,MI,Michigan,26,Huron County,63,951000,1,15000US260639510001,"Block Group 1, Census Tract 9510, Huron County, Michigan",1276,0,1198,37,0,0,10,1198,78
G26006309510002,2016-2020,MI,Michigan,26,Huron County,63,951000,2,15000US260639510002,"Block Group 2, Census Tract 9510, Huron County, Michigan",625,0,537,0,0,0,88,537,88
G26006309510003,2016-2020,MI,Michigan,26,Huron County,63,951000,3,15000US260639510003,"Block Group 3, Census Tract 9510, Huron County, Michigan",912,0,768,2,0,9,122,820,92
G26006309510004,2016-2020,MI,Michigan,26,Huron County,63,951000,4,15000US260639510004,"Block Group 4, Census Tract 9510, Huron County, Michigan",973,15,958,0,0,0,0,973,0
G26006309511001,2016-2020,MI,Michigan,26,Huron County,63,951100,1,15000US260639511001,"Block Group 1, Census Tract 9511, Huron County, Michigan",812,0,610,19,0,0,52,763,49
G26006309511002,2016-2020,MI,Michigan,26,Huron County,63,951100,2,15000US260639511002,"Block Group 2, Census Tract 9511, Huron County, Michigan",600,0,594,0,0,0,3,597,3
G26006309511003,2016-2020,MI,Michigan,26,Huron County,63,951100,3,15000US260639511003,"Block Group 3, Census Tract 9511, Huron County, Michigan",766,0,757,3,0,0,6,766,0
G26006309512001,2016-2020,MI,Michigan,26,Huron County,63,951200,1,15000US260639512001,"Block Group 1, Census Tract 9512, Huron County, Michigan",1254,0,1158,2,0,15,79,1228,26
G26006309512002,2016-2020,MI,Michigan,26,Huron County,63,951200,2,15000US260639512002,"Block Group 2, Census Tract 9512, Huron County, Michigan",690,0,642,38,0,0,10,676,14
G26006309512003,2016-2020,MI,Michigan,26,Huron County,63,951200,3,15000US260639512003,"Block Group 3, Census Tract 9512, Huron County, Michigan",983,1,926,12,0,0,28,967,16
G26006309512004,2016-2020,MI,Michigan,26,Huron County,63,951200,4,15000US260639512004,"Block Group 4, Census Tract 9512, Huron County, Michigan",1047,35,1005,0,0,4,3,1047,0
G26006309900000,2016-2020,MI,Michigan,26,Huron County,63,990000,0,15000US260639900000,"Block Group 0, Census Tract 9900, Huron County, Michigan",0,0,0,0,0,0,0,0,0
G26006500001001,2016-2020,MI,Michigan,26,Ingham County,65,100,1,15000US260650001001,"Block Group 1, Census Tract 1, Ingham County, Michigan",684,109,468,0,0,35,57,489,195
G26006500001002,2016-2020,MI,Michigan,26,Ingham County,65,100,2,15000US260650001002,"Block Group 2, Census Tract 1, Ingham County, Michigan",1407,456,867,33,0,6,24,1334,73
G26006500004001,2016-2020,MI,Michigan,26,Ingham County,65,400,1,15000US260650004001,"Block Group 1, Census Tract 4, Ingham County, Michigan",1277,184,792,62,0,23,191,1070,207
G26006500004002,2016-2020,MI,Michigan,26,Ingham County,65,400,2,15000US260650004002,"Block Group 2, Census Tract 4, Ingham County, Michigan",419,28,311,0,0,0,80,384,35
G26006500004003,2016-2020,MI,Michigan,26,Ingham County,65,400,3,15000US260650004003,"Block Group 3, Census Tract 4, Ingham County, Michigan",1201,191,845,0,0,0,38,1055,146
G26006500006001,2016-2020,MI,Michigan,26,Ingham County,65,600,1,15000US260650006001,"Block Group 1, Census Tract 6, Ingham County, Michigan",675,132,375,41,0,14,47,579,96
G26006500006002,2016-2020,MI,Michigan,26,Ingham County,65,600,2,15000US260650006002,"Block Group 2, Census Tract 6, Ingham County, Michigan",1142,287,762,9,0,0,78,1059,83
G26006500007001,2016-2020,MI,Michigan,26,Ingham County,65,700,1,15000US260650007001,"Block Group 1, Census Tract 7, Ingham County, Michigan",683,122,462,6,22,27,44,652,31
G26006500007002,2016-2020,MI,Michigan,26,Ingham County,65,700,2,15000US260650007002,"Block Group 2, Census Tract 7, Ingham County, Michigan",1301,754,307,0,0,16,224,1024,277
G26006500007003,2016-2020,MI,Michigan,26,Ingham County,65,700,3,15000US260650007003,"Block Group 3, Census Tract 7, Ingham County, Michigan",645,262,229,0,0,0,154,540,105
G26006500008001,2016-2020,MI,Michigan,26,Ingham County,65,800,1,15000US260650008001,"Block Group 1, Census Tract 8, Ingham County, Michigan",813,108,612,0,0,0,77,700,113
G26006500008002,2016-2020,MI,Michigan,26,Ingham County,65,800,2,15000US260650008002,"Block Group 2, Census Tract 8, Ingham County, Michigan",690,26,442,0,0,29,193,569,121
G26006500008003,2016-2020,MI,Michigan,26,Ingham County,65,800,3,15000US260650008003,"Block Group 3, Census Tract 8, Ingham County, Michigan",630,24,577,10,0,0,19,519,111
G26006500008004,2016-2020,MI,Michigan,26,Ingham County,65,800,4,15000US260650008004,"Block Group 4, Census Tract 8, Ingham County, Michigan",923,117,492,0,0,0,314,710,213
G26006500010001,2016-2020,MI,Michigan,26,Ingham County,65,1000,1,15000US260650010001,"Block Group 1, Census Tract 10, Ingham County, Michigan",1328,0,1147,101,0,0,72,1200,128
G26006500010002,2016-2020,MI,Michigan,26,Ingham County,65,1000,2,15000US260650010002,"Block Group 2, Census Tract 10, Ingham County, Michigan",776,44,626,12,0,14,80,731,45
G26006500012001,2016-2020,MI,Michigan,26,Ingham County,65,1200,1,15000US260650012001,"Block Group 1, Census Tract 12, Ingham County, Michigan",588,84,374,0,24,2,59,274,314
G26006500012002,2016-2020,MI,Michigan,26,Ingham County,65,1200,2,15000US260650012002,"Block Group 2, Census Tract 12, Ingham County, Michigan",812,193,518,0,0,0,77,685,127
G26006500012003,2016-2020,MI,Michigan,26,Ingham County,65,1200,3,15000US260650012003,"Block Group 3, Census Tract 12, Ingham County, Michigan",931,509,420,0,0,0,2,840,91
G26006500017031,2016-2020,MI,Michigan,26,Ingham County,65,1703,1,15000US260650017031,"Block Group 1, Census Tract 17.03, Ingham County, Michigan",1124,248,585,11,0,0,129,865,259
G26006500017032,2016-2020,MI,Michigan,26,Ingham County,65,1703,2,15000US260650017032,"Block Group 2, Census Tract 17.03, Ingham County, Michigan",2069,614,1192,130,0,0,94,1791,278
G26006500017033,2016-2020,MI,Michigan,26,Ingham County,65,1703,3,15000US260650017033,"Block Group 3, Census Tract 17.03, Ingham County, Michigan",1178,447,624,0,0,0,107,1101,77
G26006500020001,2016-2020,MI,Michigan,26,Ingham County,65,2000,1,15000US260650020001,"Block Group 1, Census Tract 20, Ingham County, Michigan",945,267,539,0,0,0,139,824,121
G26006500020002,2016-2020,MI,Michigan,26,Ingham County,65,2000,2,15000US260650020002,"Block Group 2, Census Tract 20, Ingham County, Michigan",645,114,475,15,0,0,32,613,32
G26006500020003,2016-2020,MI,Michigan,26,Ingham County,65,2000,3,15000US260650020003,"Block Group 3, Census Tract 20, Ingham County, Michigan",858,93,636,10,0,16,103,677,181
G26006500020004,2016-2020,MI,Michigan,26,Ingham County,65,2000,4,15000US260650020004,"Block Group 4, Census Tract 20, Ingham County, Michigan",578,77,207,50,0,7,225,525,53
G26006500021011,2016-2020,MI,Michigan,26,Ingham County,65,2101,1,15000US260650021011,"Block Group 1, Census Tract 21.01, Ingham County, Michigan",994,438,392,19,0,9,117,826,168
G26006500021012,2016-2020,MI,Michigan,26,Ingham County,65,2101,2,15000US260650021012,"Block Group 2, Census Tract 21.01, Ingham County, Michigan",1193,427,593,7,0,6,144,910,283
G26006500022001,2016-2020,MI,Michigan,26,Ingham County,65,2200,1,15000US260650022001,"Block Group 1, Census Tract 22, Ingham County, Michigan",658,72,556,10,0,0,6,629,29
G26006500022002,2016-2020,MI,Michigan,26,Ingham County,65,2200,2,15000US260650022002,"Block Group 2, Census Tract 22, Ingham County, Michigan",1049,44,928,14,0,0,22,960,89
G26006500023001,2016-2020,MI,Michigan,26,Ingham County,65,2300,1,15000US260650023001,"Block Group 1, Census Tract 23, Ingham County, Michigan",528,113,390,0,0,21,0,508,20
G26006500023002,2016-2020,MI,Michigan,26,Ingham County,65,2300,2,15000US260650023002,"Block Group 2, Census Tract 23, Ingham County, Michigan",1123,33,1029,0,0,33,28,1085,38
G26006500023003,2016-2020,MI,Michigan,26,Ingham County,65,2300,3,15000US260650023003,"Block Group 3, Census Tract 23, Ingham County, Michigan",658,39,619,0,0,0,0,534,124
G26006500023004,2016-2020,MI,Michigan,26,Ingham County,65,2300,4,15000US260650023004,"Block Group 4, Census Tract 23, Ingham County, Michigan",1070,126,724,0,0,0,150,714,356
G26006500026001,2016-2020,MI,Michigan,26,Ingham County,65,2600,1,15000US260650026001,"Block Group 1, Census Tract 26, Ingham County, Michigan",995,136,650,40,0,0,111,808,187
G26006500026002,2016-2020,MI,Michigan,26,Ingham County,65,2600,2,15000US260650026002,"Block Group 2, Census Tract 26, Ingham County, Michigan",971,295,554,21,0,0,92,884,87
G26006500027001,2016-2020,MI,Michigan,26,Ingham County,65,2700,1,15000US260650027001,"Block Group 1, Census Tract 27, Ingham County, Michigan",864,11,648,0,0,29,110,599,265
G26006500027002,2016-2020,MI,Michigan,26,Ingham County,65,2700,2,15000US260650027002,"Block Group 2, Census Tract 27, Ingham County, Michigan",1259,129,1049,0,0,7,19,1101,158
G26006500027003,2016-2020,MI,Michigan,26,Ingham County,65,2700,3,15000US260650027003,"Block Group 3, Census Tract 27, Ingham County, Michigan",933,109,396,0,0,36,392,685,248
G26006500028001,2016-2020,MI,Michigan,26,Ingham County,65,2800,1,15000US260650028001,"Block Group 1, Census Tract 28, Ingham County, Michigan",713,7,688,0,0,0,14,474,239
G26006500028002,2016-2020,MI,Michigan,26,Ingham County,65,2800,2,15000US260650028002,"Block Group 2, Census Tract 28, Ingham County, Michigan",944,25,799,7,0,0,113,786,158
G26006500028003,2016-2020,MI,Michigan,26,Ingham County,65,2800,3,15000US260650028003,"Block Group 3, Census Tract 28, Ingham County, Michigan",810,61,709,6,0,0,7,605,205
G26006500029011,2016-2020,MI,Michigan,26,Ingham County,65,2901,1,15000US260650029011,"Block Group 1, Census Tract 29.01, Ingham County, Michigan",1471,227,1168,0,0,0,76,1206,265
G26006500029012,2016-2020,MI,Michigan,26,Ingham County,65,2901,2,15000US260650029012,"Block Group 2, Census Tract 29.01, Ingham County, Michigan",2287,297,1664,121,0,0,177,2083,204
G26006500029021,2016-2020,MI,Michigan,26,Ingham County,65,2902,1,15000US260650029021,"Block Group 1, Census Tract 29.02, Ingham County, Michigan",1580,224,815,456,0,0,74,1423,157
G26006500029022,2016-2020,MI,Michigan,26,Ingham County,65,2902,2,15000US260650029022,"Block Group 2, Census Tract 29.02, Ingham County, Michigan",1046,236,609,120,0,0,59,959,87
G26006500029023,2016-2020,MI,Michigan,26,Ingham County,65,2902,3,15000US260650029023,"Block Group 3, Census Tract 29.02, Ingham County, Michigan",1387,198,729,435,0,12,13,1341,46
G26006500031031,2016-2020,MI,Michigan,26,Ingham County,65,3103,1,15000US260650031031,"Block Group 1, Census Tract 31.03, Ingham County, Michigan",1072,151,613,186,0,0,122,1048,24
G26006500031032,2016-2020,MI,Michigan,26,Ingham County,65,3103,2,15000US260650031032,"Block Group 2, Census Tract 31.03, Ingham County, Michigan",1283,273,955,55,0,0,0,1258,25
G26006500031033,2016-2020,MI,Michigan,26,Ingham County,65,3103,3,15000US260650031033,"Block Group 3, Census Tract 31.03, Ingham County, Michigan",965,149,622,0,0,0,12,895,70
G26006500031034,2016-2020,MI,Michigan,26,Ingham County,65,3103,4,15000US260650031034,"Block Group 4, Census Tract 31.03, Ingham County, Michigan",1250,62,1041,0,0,0,42,978,272
G26006500031035,2016-2020,MI,Michigan,26,Ingham County,65,3103,5,15000US260650031035,"Block Group 5, Census Tract 31.03, Ingham County, Michigan",540,97,389,0,0,0,54,454,86
G26006500031036,2016-2020,MI,Michigan,26,Ingham County,65,3103,6,15000US260650031036,"Block Group 6, Census Tract 31.03, Ingham County, Michigan",850,102,523,82,0,0,143,825,25
G26006500032001,2016-2020,MI,Michigan,26,Ingham County,65,3200,1,15000US260650032001,"Block Group 1, Census Tract 32, Ingham County, Michigan",1294,66,1141,0,0,0,66,1215,79
G26006500032002,2016-2020,MI,Michigan,26,Ingham County,65,3200,2,15000US260650032002,"Block Group 2, Census Tract 32, Ingham County, Michigan",996,121,545,136,0,57,109,789,207
G26006500033011,2016-2020,MI,Michigan,26,Ingham County,65,3301,1,15000US260650033011,"Block Group 1, Census Tract 33.01, Ingham County, Michigan",1118,101,645,95,0,0,276,1021,97
G26006500033012,2016-2020,MI,Michigan,26,Ingham County,65,3301,2,15000US260650033012,"Block Group 2, Census Tract 33.01, Ingham County, Michigan",1145,785,265,0,0,14,70,1011,134
G26006500033013,2016-2020,MI,Michigan,26,Ingham County,65,3301,3,15000US260650033013,"Block Group 3, Census Tract 33.01, Ingham County, Michigan",968,91,746,0,0,0,131,821,147
G26006500033021,2016-2020,MI,Michigan,26,Ingham County,65,3302,1,15000US260650033021,"Block Group 1, Census Tract 33.02, Ingham County, Michigan",1036,150,665,25,0,0,130,951,85
G26006500033022,2016-2020,MI,Michigan,26,Ingham County,65,3302,2,15000US260650033022,"Block Group 2, Census Tract 33.02, Ingham County, Michigan",1001,267,686,0,0,17,31,980,21
G26006500034001,2016-2020,MI,Michigan,26,Ingham County,65,3400,1,15000US260650034001,"Block Group 1, Census Tract 34, Ingham County, Michigan",938,425,438,0,0,2,64,916,22
G26006500034002,2016-2020,MI,Michigan,26,Ingham County,65,3400,2,15000US260650034002,"Block Group 2, Census Tract 34, Ingham County, Michigan",785,236,474,0,0,0,18,691,94
G26006500034003,2016-2020,MI,Michigan,26,Ingham County,65,3400,3,15000US260650034003,"Block Group 3, Census Tract 34, Ingham County, Michigan",744,106,553,0,13,0,55,684,60
G26006500035001,2016-2020,MI,Michigan,26,Ingham County,65,3500,1,15000US260650035001,"Block Group 1, Census Tract 35, Ingham County, Michigan",717,126,546,35,0,0,0,561,156
G26006500035002,2016-2020,MI,Michigan,26,Ingham County,65,3500,2,15000US260650035002,"Block Group 2, Census Tract 35, Ingham County, Michigan",828,0,802,0,0,0,26,722,106
G26006500035003,2016-2020,MI,Michigan,26,Ingham County,65,3500,3,15000US260650035003,"Block Group 3, Census Tract 35, Ingham County, Michigan",1438,378,858,54,0,0,131,1036,402
G26006500036011,2016-2020,MI,Michigan,26,Ingham County,65,3601,1,15000US260650036011,"Block Group 1, Census Tract 36.01, Ingham County, Michigan",987,385,318,118,0,0,124,682,305
G26006500036012,2016-2020,MI,Michigan,26,Ingham County,65,3601,2,15000US260650036012,"Block Group 2, Census Tract 36.01, Ingham County, Michigan",1315,727,381,47,0,24,53,1140,175
G26006500036013,2016-2020,MI,Michigan,26,Ingham County,65,3601,3,15000US260650036013,"Block Group 3, Census Tract 36.01, Ingham County, Michigan",1411,634,440,220,0,0,117,1385,26
G26006500036021,2016-2020,MI,Michigan,26,Ingham County,65,3602,1,15000US260650036021,"Block Group 1, Census Tract 36.02, Ingham County, Michigan",957,304,595,0,0,0,58,903,54
G26006500036022,2016-2020,MI,Michigan,26,Ingham County,65,3602,2,15000US260650036022,"Block Group 2, Census Tract 36.02, Ingham County, Michigan",1656,680,479,460,0,22,0,1415,241
G26006500036023,2016-2020,MI,Michigan,26,Ingham County,65,3602,3,15000US260650036023,"Block Group 3, Census Tract 36.02, Ingham County, Michigan",1379,503,521,9,0,0,18,1058,321
G26006500037001,2016-2020,MI,Michigan,26,Ingham County,65,3700,1,15000US260650037001,"Block Group 1, Census Tract 37, Ingham County, Michigan",425,133,136,23,0,0,133,310,115
G26006500037002,2016-2020,MI,Michigan,26,Ingham County,65,3700,2,15000US260650037002,"Block Group 2, Census Tract 37, Ingham County, Michigan",842,75,746,0,0,0,21,823,19
G26006500037003,2016-2020,MI,Michigan,26,Ingham County,65,3700,3,15000US260650037003,"Block Group 3, Census Tract 37, Ingham County, Michigan",1178,439,593,0,0,0,146,1033,145
G26006500037004,2016-2020,MI,Michigan,26,Ingham County,65,3700,4,15000US260650037004,"Block Group 4, Census Tract 37, Ingham County, Michigan",1351,441,564,12,0,0,218,978,373
G26006500037005,2016-2020,MI,Michigan,26,Ingham County,65,3700,5,15000US260650037005,"Block Group 5, Census Tract 37, Ingham County, Michigan",682,27,380,205,0,0,70,661,21
G26006500038011,2016-2020,MI,Michigan,26,Ingham County,65,3801,1,15000US260650038011,"Block Group 1, Census Tract 38.01, Ingham County, Michigan",1231,101,851,93,0,11,128,1082,149
G26006500038012,2016-2020,MI,Michigan,26,Ingham County,65,3801,2,15000US260650038012,"Block Group 2, Census Tract 38.01, Ingham County, Michigan",1596,63,1148,345,0,0,40,1546,50
G26006500038013,2016-2020,MI,Michigan,26,Ingham County,65,3801,3,15000US260650038013,"Block Group 3, Census Tract 38.01, Ingham County, Michigan",1225,107,817,269,0,16,12,1177,48
G26006500038021,2016-2020,MI,Michigan,26,Ingham County,65,3802,1,15000US260650038021,"Block Group 1, Census Tract 38.02, Ingham County, Michigan",2049,213,1307,444,0,7,11,1982,67
G26006500038022,2016-2020,MI,Michigan,26,Ingham County,65,3802,2,15000US260650038022,"Block Group 2, Census Tract 38.02, Ingham County, Michigan",1068,40,675,339,0,0,14,1029,39
G26006500038023,2016-2020,MI,Michigan,26,Ingham County,65,3802,3,15000US260650038023,"Block Group 3, Census Tract 38.02, Ingham County, Michigan",973,80,848,45,0,0,0,919,54
G26006500039011,2016-2020,MI,Michigan,26,Ingham County,65,3901,1,15000US260650039011,"Block Group 1, Census Tract 39.01, Ingham County, Michigan",2489,232,1854,146,0,0,234,2321,168
G26006500039021,2016-2020,MI,Michigan,26,Ingham County,65,3902,1,15000US260650039021,"Block Group 1, Census Tract 39.02, Ingham County, Michigan",1673,45,1598,16,0,0,14,1662,11
G26006500039022,2016-2020,MI,Michigan,26,Ingham County,65,3902,2,15000US260650039022,"Block Group 2, Census Tract 39.02, Ingham County, Michigan",1364,164,1149,0,0,0,51,1244,120
G26006500039023,2016-2020,MI,Michigan,26,Ingham County,65,3902,3,15000US260650039023,"Block Group 3, Census Tract 39.02, Ingham County, Michigan",1223,61,1111,27,0,0,24,1214,9
G26006500040001,2016-2020,MI,Michigan,26,Ingham County,65,4000,1,15000US260650040001,"Block Group 1, Census Tract 40, Ingham County, Michigan",606,0,544,17,0,0,29,590,16
G26006500040002,2016-2020,MI,Michigan,26,Ingham County,65,4000,2,15000US260650040002,"Block Group 2, Census Tract 40, Ingham County, Michigan",862,0,846,16,0,0,0,827,35
G26006500040003,2016-2020,MI,Michigan,26,Ingham County,65,4000,3,15000US260650040003,"Block Group 3, Census Tract 40, Ingham County, Michigan",1606,89,1143,62,0,0,312,1557,49
G26006500040004,2016-2020,MI,Michigan,26,Ingham County,65,4000,4,15000US260650040004,"Block Group 4, Census Tract 40, Ingham County, Michigan",503,0,478,25,0,0,0,492,11
G26006500040005,2016-2020,MI,Michigan,26,Ingham County,65,4000,5,15000US260650040005,"Block Group 5, Census Tract 40, Ingham County, Michigan",741,21,679,25,0,0,16,722,19
G26006500041001,2016-2020,MI,Michigan,26,Ingham County,65,4100,1,15000US260650041001,"Block Group 1, Census Tract 41, Ingham County, Michigan",1320,71,1173,33,0,1,41,1265,55
G26006500041002,2016-2020,MI,Michigan,26,Ingham County,65,4100,2,15000US260650041002,"Block Group 2, Census Tract 41, Ingham County, Michigan",1314,74,1198,20,0,0,22,1245,69
G26006500041003,2016-2020,MI,Michigan,26,Ingham County,65,4100,3,15000US260650041003,"Block Group 3, Census Tract 41, Ingham County, Michigan",623,34,543,30,0,5,11,593,30
G26006500041004,2016-2020,MI,Michigan,26,Ingham County,65,4100,4,15000US260650041004,"Block Group 4, Census Tract 41, Ingham County, Michigan",2227,49,2037,90,15,0,27,2159,68
G26006500043011,2016-2020,MI,Michigan,26,Ingham County,65,4301,1,15000US260650043011,"Block Group 1, Census Tract 43.01, Ingham County, Michigan",1005,10,884,84,0,0,27,983,22
G26006500043012,2016-2020,MI,Michigan,26,Ingham County,65,4301,2,15000US260650043012,"Block Group 2, Census Tract 43.01, Ingham County, Michigan",520,101,400,10,0,0,9,495,25
G26006500043013,2016-2020,MI,Michigan,26,Ingham County,65,4301,3,15000US260650043013,"Block Group 3, Census Tract 43.01, Ingham County, Michigan",1523,247,1177,92,0,0,7,1453,70
G26006500043014,2016-2020,MI,Michigan,26,Ingham County,65,4301,4,15000US260650043014,"Block Group 4, Census Tract 43.01, Ingham County, Michigan",1451,24,1386,0,0,0,33,1451,0
G26006500043021,2016-2020,MI,Michigan,26,Ingham County,65,4302,1,15000US260650043021,"Block Group 1, Census Tract 43.02, Ingham County, Michigan",1295,120,654,369,0,18,111,1252,43
G26006500043022,2016-2020,MI,Michigan,26,Ingham County,65,4302,2,15000US260650043022,"Block Group 2, Census Tract 43.02, Ingham County, Michigan",918,16,566,284,0,0,49,869,49
G26006500044021,2016-2020,MI,Michigan,26,Ingham County,65,4402,1,15000US260650044021,"Block Group 1, Census Tract 44.02, Ingham County, Michigan",477,64,99,271,0,0,43,454,23
G26006500044022,2016-2020,MI,Michigan,26,Ingham County,65,4402,2,15000US260650044022,"Block Group 2, Census Tract 44.02, Ingham County, Michigan",311,23,62,226,0,0,0,311,0
G26006500044023,2016-2020,MI,Michigan,26,Ingham County,65,4402,3,15000US260650044023,"Block Group 3, Census Tract 44.02, Ingham County, Michigan",120,29,83,8,0,0,0,55,65
G26006500044031,2016-2020,MI,Michigan,26,Ingham County,65,4403,1,15000US260650044031,"Block Group 1, Census Tract 44.03, Ingham County, Michigan",1483,189,906,222,0,0,131,1302,181
G26006500044032,2016-2020,MI,Michigan,26,Ingham County,65,4403,2,15000US260650044032,"Block Group 2, Census Tract 44.03, Ingham County, Michigan",535,91,282,129,0,0,33,511,24
G26006500044033,2016-2020,MI,Michigan,26,Ingham County,65,4403,3,15000US260650044033,"Block Group 3, Census Tract 44.03, Ingham County, Michigan",0,0,0,0,0,0,0,0,0
G26006500044901,2016-2020,MI,Michigan,26,Ingham County,65,4490,1,15000US260650044901,"Block Group 1, Census Tract 44.90, Ingham County, Michigan",2662,86,2080,360,0,0,136,2510,152
G26006500044902,2016-2020,MI,Michigan,26,Ingham County,65,4490,2,15000US260650044902,"Block Group 2, Census Tract 44.90, Ingham County, Michigan",960,87,655,135,0,0,60,879,81
G26006500044911,2016-2020,MI,Michigan,26,Ingham County,65,4491,1,15000US260650044911,"Block Group 1, Census Tract 44.91, Ingham County, Michigan",1218,131,958,92,0,0,37,1186,32
G26006500044921,2016-2020,MI,Michigan,26,Ingham County,65,4492,1,15000US260650044921,"Block Group 1, Census Tract 44.92, Ingham County, Michigan",3340,388,2537,222,7,0,186,3215,125
G26006500044931,2016-2020,MI,Michigan,26,Ingham County,65,4493,1,15000US260650044931,"Block Group 1, Census Tract 44.93, Ingham County, Michigan",1574,151,1141,208,0,14,60,1486,88
G26006500044941,2016-2020,MI,Michigan,26,Ingham County,65,4494,1,15000US260650044941,"Block Group 1, Census Tract 44.94, Ingham County, Michigan",3253,150,2392,422,0,0,262,3104,149
G26006500045001,2016-2020,MI,Michigan,26,Ingham County,65,4500,1,15000US260650045001,"Block Group 1, Census Tract 45, Ingham County, Michigan",1896,195,923,383,0,10,354,1746,150
G26006500045002,2016-2020,MI,Michigan,26,Ingham County,65,4500,2,15000US260650045002,"Block Group 2, Census Tract 45, Ingham County, Michigan",682,8,586,76,0,5,7,633,49
G26006500045003,2016-2020,MI,Michigan,26,Ingham County,65,4500,3,15000US260650045003,"Block Group 3, Census Tract 45, Ingham County, Michigan",1197,120,676,361,0,0,32,1139,58
G26006500046001,2016-2020,MI,Michigan,26,Ingham County,65,4600,1,15000US260650046001,"Block Group 1, Census Tract 46, Ingham County, Michigan",2568,162,2259,139,0,0,8,2520,48
G26006500046002,2016-2020,MI,Michigan,26,Ingham County,65,4600,2,15000US260650046002,"Block Group 2, Census Tract 46, Ingham County, Michigan",1622,16,1337,162,0,0,107,1601,21
G26006500047001,2016-2020,MI,Michigan,26,Ingham County,65,4700,1,15000US260650047001,"Block Group 1, Census Tract 47, Ingham County, Michigan",1140,24,975,12,0,12,117,1126,14
G26006500047002,2016-2020,MI,Michigan,26,Ingham County,65,4700,2,15000US260650047002,"Block Group 2, Census Tract 47, Ingham County, Michigan",1820,18,1554,145,0,0,75,1779,41
G26006500048011,2016-2020,MI,Michigan,26,Ingham County,65,4801,1,15000US260650048011,"Block Group 1, Census Tract 48.01, Ingham County, Michigan",1229,15,1068,97,0,0,49,1118,111
G26006500048012,2016-2020,MI,Michigan,26,Ingham County,65,4801,2,15000US260650048012,"Block Group 2, Census Tract 48.01, Ingham County, Michigan",1759,0,1562,115,0,0,82,1567,192
G26006500048013,2016-2020,MI,Michigan,26,Ingham County,65,4801,3,15000US260650048013,"Block Group 3, Census Tract 48.01, Ingham County, Michigan",1083,165,901,11,0,1,5,1083,0
G26006500048021,2016-2020,MI,Michigan,26,Ingham County,65,4802,1,15000US260650048021,"Block Group 1, Census Tract 48.02, Ingham County, Michigan",659,26,381,0,0,6,112,445,214
G26006500048022,2016-2020,MI,Michigan,26,Ingham County,65,4802,2,15000US260650048022,"Block Group 2, Census Tract 48.02, Ingham County, Michigan",1324,10,1244,8,0,9,36,1249,75
G26006500048023,2016-2020,MI,Michigan,26,Ingham County,65,4802,3,15000US260650048023,"Block Group 3, Census Tract 48.02, Ingham County, Michigan",1404,99,1184,53,0,0,68,1404,0
G26006500049021,2016-2020,MI,Michigan,26,Ingham County,65,4902,1,15000US260650049021,"Block Group 1, Census Tract 49.02, Ingham County, Michigan",988,7,598,302,0,34,35,958,30
G26006500049022,2016-2020,MI,Michigan,26,Ingham County,65,4902,2,15000US260650049022,"Block Group 2, Census Tract 49.02, Ingham County, Michigan",2166,153,1687,250,0,7,45,2078,88
G26006500049023,2016-2020,MI,Michigan,26,Ingham County,65,4902,3,15000US260650049023,"Block Group 3, Census Tract 49.02, Ingham County, Michigan",674,28,563,33,0,3,47,674,0
